2026-03-17 16:11:17 [INFO   ] EmbedSim.sink — EmbedSim init  T=0.012 s  dt=5e-06 s  solver=EULER  log=C:\EmbedSimProject\embed_sim_project\embedsim_log\sink_20260317_161117.log
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01688  t=0.008440 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01689  t=0.008445 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01689  t=0.008445 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01689  t=0.008445 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01689  t=0.008445 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01689  t=0.008445 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01690  t=0.008450 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01690  t=0.008450 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01690  t=0.008450 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01690  t=0.008450 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01690  t=0.008450 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01691  t=0.008455 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01691  t=0.008455 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01691  t=0.008455 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01691  t=0.008455 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01691  t=0.008455 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01692  t=0.008460 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01692  t=0.008460 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01692  t=0.008460 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01692  t=0.008460 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01692  t=0.008460 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01693  t=0.008465 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01693  t=0.008465 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01693  t=0.008465 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01693  t=0.008465 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01693  t=0.008465 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01694  t=0.008470 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01694  t=0.008470 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01694  t=0.008470 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01694  t=0.008470 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01694  t=0.008470 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01695  t=0.008475 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01695  t=0.008475 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01695  t=0.008475 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01695  t=0.008475 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01695  t=0.008475 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01696  t=0.008480 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01696  t=0.008480 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01696  t=0.008480 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01696  t=0.008480 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01696  t=0.008480 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01697  t=0.008485 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01697  t=0.008485 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01697  t=0.008485 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01697  t=0.008485 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01697  t=0.008485 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01698  t=0.008490 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01698  t=0.008490 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01698  t=0.008490 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01698  t=0.008490 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01698  t=0.008490 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01699  t=0.008495 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01699  t=0.008495 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01699  t=0.008495 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01699  t=0.008495 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01699  t=0.008495 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01700  t=0.008500 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01700  t=0.008500 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01700  t=0.008500 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01700  t=0.008500 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01700  t=0.008500 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01701  t=0.008505 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01701  t=0.008505 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01701  t=0.008505 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01701  t=0.008505 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01701  t=0.008505 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01702  t=0.008510 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01702  t=0.008510 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01702  t=0.008510 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01702  t=0.008510 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01702  t=0.008510 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01703  t=0.008515 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01703  t=0.008515 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01703  t=0.008515 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01703  t=0.008515 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01703  t=0.008515 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01704  t=0.008520 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01704  t=0.008520 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01704  t=0.008520 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01704  t=0.008520 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01704  t=0.008520 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01705  t=0.008525 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01705  t=0.008525 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01705  t=0.008525 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01705  t=0.008525 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01705  t=0.008525 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01706  t=0.008530 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01706  t=0.008530 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01706  t=0.008530 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01706  t=0.008530 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01706  t=0.008530 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01707  t=0.008535 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01707  t=0.008535 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01707  t=0.008535 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01707  t=0.008535 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01707  t=0.008535 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01708  t=0.008540 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01708  t=0.008540 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01708  t=0.008540 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01708  t=0.008540 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01708  t=0.008540 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01709  t=0.008545 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01709  t=0.008545 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01709  t=0.008545 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01709  t=0.008545 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01709  t=0.008545 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01710  t=0.008550 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01710  t=0.008550 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01710  t=0.008550 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01710  t=0.008550 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01710  t=0.008550 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01711  t=0.008555 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01711  t=0.008555 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01711  t=0.008555 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01711  t=0.008555 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01711  t=0.008555 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01712  t=0.008560 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01712  t=0.008560 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01712  t=0.008560 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01712  t=0.008560 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01712  t=0.008560 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01713  t=0.008565 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01713  t=0.008565 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01713  t=0.008565 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01713  t=0.008565 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01713  t=0.008565 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01714  t=0.008570 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01714  t=0.008570 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01714  t=0.008570 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01714  t=0.008570 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01714  t=0.008570 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01715  t=0.008575 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01715  t=0.008575 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01715  t=0.008575 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01715  t=0.008575 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01715  t=0.008575 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01716  t=0.008580 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01716  t=0.008580 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01716  t=0.008580 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01716  t=0.008580 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01716  t=0.008580 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01717  t=0.008585 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01717  t=0.008585 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01717  t=0.008585 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01717  t=0.008585 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01717  t=0.008585 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01718  t=0.008590 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01718  t=0.008590 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01718  t=0.008590 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01718  t=0.008590 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01718  t=0.008590 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01719  t=0.008595 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01719  t=0.008595 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01719  t=0.008595 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01719  t=0.008595 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01719  t=0.008595 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01720  t=0.008600 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01720  t=0.008600 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01720  t=0.008600 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01720  t=0.008600 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01720  t=0.008600 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01721  t=0.008605 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01721  t=0.008605 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01721  t=0.008605 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01721  t=0.008605 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01721  t=0.008605 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01722  t=0.008610 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01722  t=0.008610 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01722  t=0.008610 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01722  t=0.008610 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01722  t=0.008610 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01723  t=0.008615 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01723  t=0.008615 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01723  t=0.008615 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01723  t=0.008615 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01723  t=0.008615 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01724  t=0.008620 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01724  t=0.008620 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01724  t=0.008620 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01724  t=0.008620 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01724  t=0.008620 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01725  t=0.008625 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01725  t=0.008625 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01725  t=0.008625 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01725  t=0.008625 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01725  t=0.008625 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01726  t=0.008630 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01726  t=0.008630 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01726  t=0.008630 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01726  t=0.008630 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01726  t=0.008630 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01727  t=0.008635 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01727  t=0.008635 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01727  t=0.008635 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01727  t=0.008635 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01727  t=0.008635 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01728  t=0.008640 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01728  t=0.008640 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01728  t=0.008640 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01728  t=0.008640 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01728  t=0.008640 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01729  t=0.008645 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01729  t=0.008645 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01729  t=0.008645 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01729  t=0.008645 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01729  t=0.008645 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01730  t=0.008650 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01730  t=0.008650 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01730  t=0.008650 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01730  t=0.008650 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01730  t=0.008650 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01731  t=0.008655 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01731  t=0.008655 s  fb                              (VectorDelay)
